fit_time,score_time,test_accuracy,test_f1_weighted,test_precision_weighted,test_recall_weighted
8.723880767822266,1.5199050903320312,0.634,0.6208166343502188,0.616131672125343,0.634
8.16695237159729,1.3337574005126953,0.622,0.6070770521250877,0.6028332428607523,0.622
8.86066484451294,1.3319604396820068,0.6135,0.5945752119871313,0.5869910368829279,0.6135
8.699023485183716,1.4523043632507324,0.6145,0.5986380500799128,0.5920878095238095,0.6145
8.04787302017212,1.407684564590454,0.646,0.6334374988301424,0.6292315955177198,0.646
