fit_time,score_time,test_accuracy,test_f1_weighted,test_precision_weighted,test_recall_weighted
0.018696069717407227,0.012584209442138672,0.5605,0.5077508202118426,0.5278453732675014,0.5605
0.01815032958984375,0.01286172866821289,0.56875,0.5170261353101824,0.538157182563132,0.56875
0.018063068389892578,0.01265263557434082,0.5795,0.5263144420659255,0.5568580525669828,0.5795
0.027139902114868164,0.013134241104125977,0.57375,0.5205358468289321,0.547602975480896,0.57375
0.018567562103271484,0.012814760208129883,0.5735,0.5193416560955231,0.564707668905236,0.5735
